sentence,relation,head,head_offset,tail,tail_offset
阿速在VS电击怪中以警察先生的身份首次登场，他责问刚从昏迷中醒来的阿金，问他空木博士院子里的火是不是他放的。虽然阿金没有回答，但阿速执意要让阿金去跟他录取口供，否则就要将他逮捕。之后，在五郎的解释下，阿速才知道阿金不是犯人，但是阿速了解到空木博士和五郎都没有看到犯人的脸，只有阿金是唯一目击到犯人的人，所以阿速拜托他协助调查去。到了吉花市的警察局之后，阿速拜托阿金形容犯人的长相，生成模拟照片后，阿速因为天色已晚想要留阿金住在这里并让阿金和家里人说一声就好，但阿金表示不用并拉着五郎匆匆离去，阿速便只好向阿金表示感谢配合。,伙伴,阿金,230,五郎,239
希巴挑战小智，并与其势均力敌，击败了小智的蚊香泳士同时令皮卡丘和暴鲤龙负伤。其后，希巴的同伴菊子和科拿现身，并自称他们为关都四天王和说出他们的目的是要把人类消灭，而只留下宝可梦和优秀的精英训练员，之后更邀请小智加入他们，但小智拒绝了而被科拿冰封了起来。 之后命令飞腿郎攻击正辉家里的宝可梦寄放系统（后期证实是被菊子操控了心智），并与小蓝的小龟对峙。 旗下的腕力军团被指派到深灰市偷取深灰道馆馆主小刚所持有的徽章。 在苏芳岛决战中在野生大岩蛇上迎战马志士和正辉（原本应是小智）的组合，并一度占尽上风。在小智现身后，进一步解放怪力的力量与小智对决，落败后转身离开，途中救了差点掉进毒潭的阿桔，之后退出了关,拥有,小智,18,暴鲤龙,32
空木博士出现在若叶镇，吹起开启之风的城镇，当天乔伊要为送给新人训练家的小锯鳄检查身体，他细心地在用显微镜看细胞时，把进入研究所的火箭队当作乔伊，而小锯鳄咬着武藏的头发不放。过后，他寻求了君莎的帮助。在小智一行人遇见了空木博士时，他为小刚介绍了他所研究的宝可梦理论。,伙伴,小智,100,空木博士,108
青绿跟赤红在帕希欧竞技场观众席观看小结、艾莉丝和阿驯的队伍对战风露、大叶和阿塞萝拉的队伍。,挑战,艾莉丝,20,大叶,34
在VS飞天螳螂中，阿笔在休息室和钢铁先生表示感谢，阿笔和千惠一起听了钢铁对带球捕获网的讲解，从休息室出来后阿笔就遇到了自己的对手娜姿，跟娜姿打了招呼。接着在马志士和松叶的对战落下帷幕后，阿笔和娜姿走上赛场，阿笔先是派出飞天螳螂用连斩打了娜姿的魔墙人偶个措手不及，紧接着阿笔又换上赫拉克罗斯用超级角击将魔墙人偶打飞，但却不料想阿笔和赫拉克罗斯都进了娜姿的圈套，被关在了一间看不见的房子里，阿笔这才意识到魔墙人偶假装被飞天螳螂和赫拉克罗斯达到其实是趁机在建造者所房子，本想让赫拉克罗斯用猛撞给透明房子开个洞，但却因为对面的魔墙人偶使用了再来一次而无法成功使出招式。最后，阿笔输掉了比赛。,拥有,阿笔,134,赫拉克罗斯,139
小茜是个长相甜美却十分迷糊的女孩，她经常在家乡迷路。她对可爱的宝可梦有着十足的好感。她在对战中的策略通常依赖大奶罐几乎势不可挡的滚动和皮皮变幻莫测的挥指，但有时会适得其反。,拥有,小茜,0,皮皮,67
赤红跟青绿在帕希欧竞技场观众席观看小结、艾莉丝和阿驯的队伍对战风露、大叶和阿塞萝拉的队伍。,伙伴,大叶,34,阿塞萝拉,37
亚希达先生与对战开拓区！中，丰缘联盟结束后，小智在回真新镇的途中路过常青市，他发现道馆已经整修完毕，于是一时兴起便想再次挑战常青道馆，结果发现道馆馆主暂时由菊子接任。战斗采1对1，小智使用皮卡丘，菊子则使用耿鬼，耿鬼在使出催眠术之后接著使用食梦便结束了这场比赛，由菊子取得胜利。虽然小智战败，但他的实力仍得到菊子的肯定。菊子表示，在找到下一任常青市道馆馆主之前暂时由她担任道馆馆主的职位。之后火箭队三人组突然出现抢夺皮卡丘，菊子出手帮助，并使用大嘴蝠与皮卡丘合力打跑火箭队。,拥有,菊子,212,大嘴蝠,222
武藏在跟着小智一行人到丰缘时得知那里有华丽大赛，从那时候她开始成为宝可梦协调训练家，并获得了丰缘华丽大赛参赛证。在丰缘地区的华丽大赛中，武藏有些时候会作弊，只要输掉比赛，她就会脱掉伪装并大闹华丽大赛会场。她以武藏碧安（日文︰ムサぴょん，英文︰Jessebella）的身份来参加华丽大赛，而在小遥对抗武藏！最后的华丽大赛!!小次郎和喵喵与小智一行人对话中这个伪装已经被小智一行人识破了。在哈利与火箭队！反派角色同盟成立!?中武藏和哈利合作准备打败小遥，但是最终因为武藏和哈利借给她的宝可梦配合不佳落败。在火箭队解散!?各自的道路！，火箭队三人组因为抓不到皮卡丘而发生分歧，打算分道扬镳，这时武藏遇到了对,伙伴,武藏,211,哈利,214
在特别动画中，阿渡与竹兰和大吾联手合作，在帕希欧竞技场跟到来的黑连、小霞和可尔妮所组成队伍进行对战。,伙伴,阿渡,7,竹兰,10
在VS镰刀盔中，小茜观看了小刚和阿蜜的对战赛。接着，在VS猫头夜鹰中，小茜和小霞的对战就开始了，大奶罐的滚被小霞的宝石海星轻松躲开了，接着小霞的宝石海星又用高速旋转命中大奶罐，最后用一发破坏光线直接带走了小茜大奶罐，赢得了比赛的胜利。,拥有,小茜,35,大奶罐,48
在VS镰刀盔中，阿笔坐在观众席上观看小刚和阿蜜的比赛。,挑战,小刚,18,阿蜜,21
枯叶市也有一位君莎小姐，当主角获得橙色徽章后，她会送出一只杰尼龟。,来自,君莎小姐,7,枯叶市,0
当空木博士拜托他去住在吉花市北边的宝可梦爷爷那里跑一趟时，阿响的旅程开始了。考虑到他可能会在路上遇到危险的野生宝可梦，空木博士还送给了他一只最初的伙伴来防身。临走时，阿响看到一个和他同岁的奇怪男孩正在空木博士研究所外偷窥。当他想要跟他说话时，男孩粗鲁地推开了他。在宝可梦爷爷的家里他还遇到了大木博士。大木博士看出阿响与宝可梦之间的牵绊，交给了他宝可梦图鉴。在回家的路上，阿响遇到了偷走空木博士的宝可梦的小银。在战斗中击败他后，阿响得知了他的名字并告诉若叶镇的警察。空木博士鼓励他去挑战石英高原。,伙伴,空木博士,192,阿响,185
他会在２９号道路向主角演示如何捕捉野生宝可梦，之后送出精灵球×5。在连接３１号道路和桔梗市的闸口，他会送出对战记录器。他的祖父母在３４号道路经营培育屋，初次来到这里他会告诉主角他的宝可齿轮号码。在满金地道，他会送出饰品盒。获得8个徽章后，在他会在空木研究所内为主角庆祝。因为空木博士接到了和服女孩们的请求，让主角前往缘朱舞场，因此如果主角企图前往２７号道路的话阿响会叫住主角。在对战舞台也能见到他。,来自,和服女孩们,144,缘朱舞场,158
阿笔在大型温室般的道馆锻炼，道馆里有许多树木，充满了昆虫。在桧皮道馆！森林的战斗场地！中，他的飞天螳螂会使出剑舞来偏转火属性绝招，但是小智算出它从上面脆弱，使用火球鼠来击倒它，于是小智得到了昆虫徽章。,拥有,阿笔,0,飞天螳螂,47
在VS大力鳄中，为了从小银的控制中脱身，拉姆达化妆成巴奥巴的样子。而这时巡视的员工正好赶来，伪装的巴奥巴假装跟小银很熟而成功脱了身，而真正的巴奥巴却被绑了起来。,敌对,拉姆达,20,巴奥巴,26
了在这之前出现帮助过他们的刺球仙人掌。后来，小次郎又在茵郁市的羽翼嘉年华会！的庙会时提到自己小时候很想要风铃铃，而在那集的庙会里他真的遇到了一只风铃铃，后来这只风铃铃也成为了他的同伴。这两只宝可梦都和小次郎非常亲近，刺球仙人掌甚至经常在放出来时抱住小次郎把小次郎弄得很疼。,拥有,小次郎,128,刺球仙人掌,108
在挑战者中，赤红来到了联盟准备挑战刚成为冠军的青绿，并且青绿似乎也早已知道此事。,挑战,赤红,6,青绿,23
在VS勇基拉中，娜姿让勇基拉装成大木博士等待小智回到研究所，但发现勇基拉装成的大木博士开始膨胀并发起的小智派出妙蛙，勇基拉也使出幻象光线击妙蛙和小智，但它最终还是被妙蛙的寄生种子缠着并原形毕露。这时娜姿从暗处现身告诉小智，勇基拉用的是催眠术，会让人跟宝可梦产生幻觉。还告诉小智因为小智总是在坏火箭队的好事，所以今天才来当面警告，如果小智相救真正的大木博士就请到金黄市去。小智明白镇民的失踪也和火箭队有关。于是生气的让妙蛙攻击娜姿，却不曾想飞叶快刀根本无法打中娜姿，娜姿跟小智说完后会有期就转身离去。,拥有,娜姿,8,勇基拉,11
在鬼斯通对抗超能力中，小智带着鬼斯通再次挑战，却因鬼斯通不现身而陷入危机，小刚和小霞被变成玩偶。之后小智三度挑战时，鬼斯通出现并大闹一场，逗得娜姿乐不可支，无法继续指挥勇基拉战斗，同时也找回了人性。最后鬼斯通留在她身边，她的母亲也变了回来。,拥有,娜姿,71,勇基拉,84
宝可梦暑期讲座开课!!中，小次郎和喵喵以帮工身份进入天冠山的山梨博士的研究所，本想和假扮成学员的武藏一起搜集情报，结果忙着忙着却忘了自己来的目的，三人还都吃饱喝足以至于发胖，于是回归原点的火箭队!?中，他们不得不开始减肥。,来自,山梨博士,30,天冠山,26
富士老人登场于卡拉卡拉。富士老人是一位亲切的老人，他在宝可梦之家里收养被丢弃的和没有父母的宝可梦，其中有只卡拉卡拉，它的母亲被火箭队手下用电击棒杀害，火箭队也把富士老人关押在宝可梦塔顶层作为人质。赤红和青绿携手把火箭队成功从宝可梦塔赶走。之后富士老人把宝可梦之笛、钥石和喷火龙进化石Ｘ作为谢礼送给赤红。,拥有,富士老人,12,卡拉卡拉,53
最后他在常青道馆和赤红进行了最后的对战，他派出了心爱的独角犀牛和钻角犀兽，在两人经过艰苦的战斗中，坂木从赤红的热血中看到了小时候的自己。最后他被赤红打败，宣布解散火箭队并寻找新的方向。,挑战,赤红,72,坂木,49
接着，在VS镰刀盔中小刚与阿蜜正式对决。小刚直接派出了镰刀盔，阿蜜把所有宝可梦放出后从中挑选状态最好的。对战开始，阿蜜先是派出了电龙光儿对抗小刚的镰刀盔，一开始相持不下的状况被镰刀盔的原始之力打破局面，电龙受了重伤但还是勉强撑了下来。这时阿蜜问小刚是不是在猜自己是什么属性的专家，然后主动告诉小刚自己曾和小刚一样是岩石属性的专家，派出了披上了一层岩石皮装作大岩蛇的大钢蛇。小刚表示阿蜜终于打开了自己的第六个精灵球，并且对阿蜜的大钢蛇赶到惊讶认为这是异种的大岩蛇。在对战中，大钢蛇身上的岩石皮受到大岩蛇的绑紧攻击而裂了开来，观众皆为震惊。顺势，阿蜜用大钢蛇击败了吃惊的小刚，之后大木博士出面提出这是一种,拥有,小刚,70,镰刀盔,73
在VS猫头夜鹰中，阿速先是在观众席上去观看了小茜和小霞的比赛，紧接着就轮到他上场了，阿速派出了猫头夜鹰迎战阿杏的臭臭泥。对战中，阿杏的臭臭泥缩小这一点让阿速很是惊讶，接着阿速由臭臭泥使出的臭泥炸弹判断出阿杏的专长是毒属性。阿速深知如果再被臭臭泥击中，就会输掉比赛，但是他又找不到缩小的臭臭泥的位置，于是阿速决定让猫头夜鹰使用识破找到了臭臭泥，见情形不妙的阿杏收回了臭臭泥，换上了阿利多斯，阿速命令猫头夜鹰抓起了阿利多斯展开空中决斗，但阿利多斯脱离了猫头夜鹰回到地面，还在猫头夜鹰面前织网，趁着阿速分析阿利多斯行为并且阿杏在解释阿利多斯的蛛丝时，阿利多斯再次发动攻击用锐利的攻击丝击败了猫头夜鹰。阿速派,拥有,阿杏,64,臭臭泥,67
武藏（日文︰ムサシ，英文︰Jessie）是火箭队的一员，她是三人组的领导者。她和她的同伙小次郎、喵喵总是跟着小智一行人，企图抢走小智的皮卡丘，但从没成功过。在宝可梦 太阳＆月亮的阿罗拉联盟的宣传影片中，她被称为战场的女演员（暂译，日文︰戦場のアクトレス）。,拥有,小智,54,皮卡丘,67
获得16枚徽章后，在真新镇得到了大木博士的首肯，阿响经由２８号道路前往白银山，直面在三年前成为宝可梦联盟冠军之后不久便隐居白银山巅修炼的传说训练家赤红。,出没,赤红,73,白银山巅,61
阿速在VS电击怪中以警察先生的身份首次登场，他责问刚从昏迷中醒来的阿金，问他空木博士院子里的火是不是他放的。虽然阿金没有回答，但阿速执意要让阿金去跟他录取口供，否则就要将他逮捕。之后，在五郎的解释下，阿速才知道阿金不是犯人，但是阿速了解到空木博士和五郎都没有看到犯人的脸，只有阿金是唯一目击到犯人的人，所以阿速拜托他协助调查去。到了吉花市的警察局之后，阿速拜托阿金形容犯人的长相，生成模拟照片后，阿速因为天色已晚想要留阿金住在这里并让阿金和家里人说一声就好，但阿金表示不用并拉着五郎匆匆离去，阿速便只好向阿金表示感谢配合。,伙伴,五郎,239,阿金,230
在特别动画中，阿渡与竹兰和大吾联手合作，在帕希欧竞技场跟到来的黑连、小霞和可尔妮所组成队伍进行对战。,伙伴,黑连,31,可尔妮,37
了柳伯用冰块的封印，现在又融化了。这时小茜来了兴致，想要跟水君一较高下，但小茜的皮宝宝和宝宝丁没有两下就败下阵来，不过小茜立刻又派出了大奶罐，小茜以为大奶罐打败了水君还在柳伯面前耀武扬威，但结果恰恰相反，大奶罐失去了战斗能力。这时，导播让小茜听从柳伯的指示作战，并告诉自大的小茜，柳伯可是被誉为“永久冰壁”的丰富训练家。小茜从柳伯那里得知他早就研究过之前和水君对战的几位道馆馆主的过程了，于是小茜就推着柳伯的轮椅配合着他的指示进行观战，接着小茜听从柳伯的指示派出大奶罐成功破解了水君的镜面反射，最后和柳伯的小山猪配合一举打败了水君，这时小茜抛出了精灵球想要收服水君，但水君的腹部裂了开来，小茜被眼前的,拥有,小茜,71,大奶罐,75
在四天王之战后，娜姿前往白银山的特别温泉治疗，碰到了同样前来疗伤的小智，期间问起小智他的伊布的情况，在疗伤完毕离开时，她将指引未来的念力汤匙交给了小智。后在关都城都道馆馆主对战中，娜姿派出魔墙人偶以压倒性的实力战胜了阿笔。,拥有,小智,40,伊布,44
在VS赫拉克罗斯中，阿笔和他的同伴们继续在调查遗迹，并且他们开始设法捕捉各种各样的未知图腾。而这时，遗迹回廊上窜过一道白光，阿笔骑上自己的赫拉克罗斯前去查看，却发现了用未知图腾拼写的“离洞”的图案，立刻想到了离洞绳。他使用离洞绳离开遗迹后立刻遇到了水君。他猜测出水君和之前在遗迹攻击他的火箭队没关系，并认为水君是在测试他的能力，他立刻派出赫拉克罗斯应战，赫拉克罗斯被撞到了天顶上，但乘空档，阿笔让铁壳蛹和盾甲蛹配合自己的捕虫网成功将水君网住，眼看就要捕获，水君使用极光束破网而逃。而阿笔此时发现在和水君对战时，一面藏在墙后的房间也被发现了，里面写着用未知图腾拼写的“凤王”的图案，第二天，阿笔立刻在阿,拥有,阿笔,195,铁壳蛹,198
自此阿响开始了他在城都地区的旅程，对抗道馆馆主收集徽章。在烧焦塔，他有幸目睹了凤王卫队的复活。后来他又前去湛蓝市秘传药店取来秘传之药，治好光辉灯塔的电龙光儿。在愤怒之湖，他遇见了奇怪的红色暴鲤龙，之后便与神秘训练家阿渡一起调查卡吉镇的火箭队基地。后来他又击溃了占领满金电台的火箭队残党，粉碎了他们企图复活的阴谋。集齐8枚徽章后，阿响来到了石英高原挑战宝可梦联盟。,位于,阿响,2,城都地区,9
在特别动画中，阿渡与竹兰和大吾联手合作，在帕希欧竞技场跟到来的黑连、小霞和可尔妮所组成队伍进行对战。,伙伴,小霞,34,可尔妮,37
在火箭队！乱抓，再见了！中，武藏和小次郎、喵喵遇到了宝可梦猎人阿隆和被他偷捕的阿柏蛇和瓦斯弹。阿柏怪看到受伤的同伴感到很伤心，于是武藏决定将阿柏蛇全部接收并善待它们。然而由于实力上的差距，他们被阿隆的沙基拉斯用沙暴打飞。后来阿柏怪通过地面的震动再次找到了阿隆，双弹瓦斯使用烟幕吸引了阿隆的注意力，喵喵则乘机将阿柏蛇和瓦斯弹从笼子里放了出来。这让阿隆十分恼火，他再次派出了他的沙基拉斯，沙基拉斯进化为班基拉斯并使出了让果然翁来不及用出双倍奉还的破坏光线。武藏和小次郎自知他们打不过班基拉斯，于是两人命令阿柏怪和双弹瓦斯保护阿柏蛇和瓦斯弹离开，而两人和喵喵则用身体挡下了班基拉斯的攻击。,敌对,阿隆,31,武藏,14
在传达吧波导！小智跟不可思议的蛋!!中，空木博士出现在樱木研究所的屏幕上，樱木博士小智和小豪介绍了空木博士关于宝可梦的蛋的研究成果。,伙伴,小智,41,小豪,44
小茜在满金道馆，力量与速度中首次登场，她在小智的皮卡丘和她的皮皮相撞后，跑到了皮卡丘身边，亲吻了皮卡丘的额头，让皮卡丘很是开心。 随后，她带着小智一行人穿过满金地道，来到了满金百货商场。 然而，他们却跌跌撞撞地走了很多不想去的地方。 最后，他们来到一家餐厅，吃了汉堡。之后，他们遇到了火箭队，火箭队抢走了她的皮皮，坐上了磁浮列车，但被他们成功拦住了，火箭队随即空手而去，空手而归。在得知小茜就是满金道馆馆主后，小智向她提出道馆挑战的请求，尽管今天是她的休息日，但她还是答应了挑战，并专门为他开放了道馆。在比赛中，小智成功用他的火球鼠打败了她派出的第一只宝可梦尼多丽娜。接着她派出皮皮，却因挥指使出了毫,拥有,小茜,193,皮皮,289
坂木是小银的父亲，曾经的常青道馆馆主，火箭队老大。他不止实力高深莫测，亦有将身平经验所著成书以传授后人的广阔胸怀，在他身上有着若隐若现的宗师风范。坂木非常残酷，在乔装试探小智时，他利用刺甲贝残忍地将鸭嘴火兽分尸。,亲戚,坂木,0,小银,3
历，清醒了过来，并与其他的宝可梦一起摧毁了三只乌贼王的阴谋。在本集的末尾，好啦鱿来到森林中，与其他的好啦鱿和乌贼王玩得十分开心。于是小次郎想把好啦鱿留在森林中，希望它得到幸福，但好啦鱿认为和小次郎和火箭队在一起才是最幸福的。,出没,好啦鱿,37,森林,42
在消失的宝可梦之谜，君莎告诉小智一行人金柑岛内的宝可梦行为变得异常，会攻击自己的主人。但自己的鬼斯没有任何变化，她怀疑是超能力属性宝可梦在作乱。在四人一起发现了在道路上的火箭队后，火箭队原不肯和君莎合作，但为了让自己的宝可梦恢复原状，他们告诉君莎这是亚马多和小三郎的阴谋。火箭队把君莎和小智等人混入装有精灵球的推车内进入电波发射塔来破坏他们的恶行，君莎派出了鬼斯抵挡对方的攻击，在催眠装置破坏之后，鬼斯又与催眠貘进行了战斗，但由于在对战中催眠貘和波克比一起使用了挥指引发了自爆，最终亚马多和小三郎被君莎抓捕归案。,敌对,君莎,97,火箭队,90
娜姿是金黄市的道馆馆主，曾是火箭队三干部之一。,位于,娜姿,0,金黄市,3
了柳伯用冰块的封印，现在又融化了。这时小茜来了兴致，想要跟水君一较高下，但小茜的皮宝宝和宝宝丁没有两下就败下阵来，不过小茜立刻又派出了大奶罐，小茜以为大奶罐打败了水君还在柳伯面前耀武扬威，但结果恰恰相反，大奶罐失去了战斗能力。这时，导播让小茜听从柳伯的指示作战，并告诉自大的小茜，柳伯可是被誉为“永久冰壁”的丰富训练家。小茜从柳伯那里得知他早就研究过之前和水君对战的几位道馆馆主的过程了，于是小茜就推着柳伯的轮椅配合着他的指示进行观战，接着小茜听从柳伯的指示派出大奶罐成功破解了水君的镜面反射，最后和柳伯的小山猪配合一举打败了水君，这时小茜抛出了精灵球想要收服水君，但水君的腹部裂了开来，小茜被眼前的,拥有,小茜,37,宝宝丁,44
在VS雷公和炎帝[上篇]中，阿速和盔甲鸟在桔梗市的郊外训练，遇到了偷猎了宝可梦指定保护区域的宝可梦的偷猎者，在对话过程中天降巨雷，雷声过后炎帝和雷公出现在阿速和偷猎者面前，偷猎者还想去抓炎帝和雷公，但阿速乘着盔甲鸟拉起偷猎者逃过炎帝的攻击向前飞去，阿速猜测炎帝和雷公与水君一样，到各处寻找道馆馆主挑战。炎帝和隐匿在雷雨云中的雷公追击阿速，上下将阿速包成了“三明治”。阿速想到了降低高度靠近炎帝，再趁上面的雷公和下面的炎帝使出招式时，让盔甲鸟使用高速移动躲开招式，这样上下招式相撞就会抵消，成功实施这个方法的阿速想要乘势捕捉炎帝和雷公，却不想水君突然出现用泡沫光线阻止了阿速抛出的两个精灵球。阿速此时不,出没,雷公,72,桔梗市,21
希巴挑战小智，并与其势均力敌，击败了小智的蚊香泳士同时令皮卡丘和暴鲤龙负伤。其后，希巴的同伴菊子和科拿现身，并自称他们为关都四天王和说出他们的目的是要把人类消灭，而只留下宝可梦和优秀的精英训练员，之后更邀请小智加入他们，但小智拒绝了而被科拿冰封了起来。 之后命令飞腿郎攻击正辉家里的宝可梦寄放系统（后期证实是被菊子操控了心智），并与小蓝的小龟对峙。 旗下的腕力军团被指派到深灰市偷取深灰道馆馆主小刚所持有的徽章。 在苏芳岛决战中在野生大岩蛇上迎战马志士和正辉（原本应是小智）的组合，并一度占尽上风。在小智现身后，进一步解放怪力的力量与小智对决，落败后转身离开，途中救了差点掉进毒潭的阿桔，之后退出了关,拥有,希巴,0,腕力,178
在鬼斯通对抗超能力中，小智带着鬼斯通再次挑战，却因鬼斯通不现身而陷入危机，小刚和小霞被变成玩偶。之后小智三度挑战时，鬼斯通出现并大闹一场，逗得娜姿乐不可支，无法继续指挥勇基拉战斗，同时也找回了人性。最后鬼斯通留在她身边，她的母亲也变了回来。,拥有,小智,11,鬼斯通,15
在再见了 毒粉蛾！中得知，武藏的初恋男友和武藏在毒粉蛾花田遇见的少年长得很相似。武藏的初恋男友想成为宝可梦协调训练家，而武藏则想参加选举成为明星，本来武藏的初恋男友有邀请武藏和他一起走，可是武藏坚持要参加选举，他祝福武藏后就离开了。结果武藏没有被选到，而初恋男友也已经离开了，这让武藏悲痛欲绝。,出没,毒粉蛾,5,毒粉蛾花田,24
一年后，在VS班基拉斯中奈奈美正在帮小智特训，但对他的四肢麻痹表示担心。然后在VS佛烈托斯和VS巨钳螳螂中，奈奈美和小黄一起观看常青道馆里考试会场的小智进行考试对战。后来奈奈美打听到在白银山可以治疗受伤宝可梦的神奇温泉的情报，小智得知后向白银山出发。,伙伴,奈奈美,12,小智,18
小刚是小智挑战的第一位道馆馆主，他十分的强大但不懂得变通，训练学生的方式也十分严厉导致很多学生都离开了深灰道馆，只剩下露营少年一人了。在深灰市中，小刚接受了小智的挑战，小智派出火属性的小火龙与小刚的大岩蛇对战，这让小刚感到吃惊，小刚表示他就算面对小孩子也不会防水的。最后，小智的小火龙发现了小刚大岩蛇的弱点，打败了小刚，小刚给予了小智灰色徽章。,拥有,小刚,145,大岩蛇,147
桔梗道馆是一座高高的螺旋状的建筑物，阿速在道馆屋顶上进行道馆赛，战斗中许多弟子会在周围为他声援。阿速对宝可梦训练抱持著自以为是的态度，这一点令小智愤怒。阿速也十分反感一些训练家所说的飞行属性宝可梦一定会输给电属性的言论，但有些虚伪的是，他认为小智在道馆赛中使用菊草叶是个错误的选择（草属性对飞行属性不利）。,拥有,小智,121,菊草叶,130
在VS大力鳄中，为了从小银的控制中脱身，拉姆达化妆成巴奥巴的样子。而这时巡视的员工正好赶来，伪装的巴奥巴假装跟小银很熟而成功脱了身，而真正的巴奥巴却被绑了起来。,敌对,拉姆达,20,小银,11
指示牌前，并且赛跑过程中允许使用宝可梦进行对战。小茜让图图犬暂时跟着她，骑着赞助商的奇迹自行车准备开始比赛，阿金则是选择用将奇迹自行车的车把和自己的滑板结合来参加比赛。比赛开始，小茜就先下手为强派出大奶罐攻击了阿金，让后扬长而去。,拥有,小茜,89,大奶罐,99
因为原有的房屋要改造成磁浮列车车站，所以模仿少女的家搬到了原先的房屋的南方。模仿少女的皮皮玩偶丢了，被枯叶市的宝可梦发烧友俱乐部会长捡到了。从会长处领回遗失物后，她便会赠送定期月票，这是磁浮列车车站占用她家原先位置的补偿。,拥有,模仿少女,38,皮皮玩偶,43
在大奶罐，复仇之战中，小智等人一整天都帮忙照顾牧场的大奶罐。在打败来牧场行窃的火箭队的桶状的机器人之后，小智灵光一闪想到了打败小茜的大奶罐的对策，于是再次向小茜提出对战请求，他先后使用小锯鳄和火球鼠降低大奶罐的速度，最终用皮卡丘成功击败了大奶罐。虽然这场对战是在道馆外进行的，但小茜依然承认了自己的败北，赠与小智标准徽章。,挑战,小智,52,小茜,78
在鬼斯通对抗超能力中，小智带着鬼斯通再次挑战，却因鬼斯通不现身而陷入危机，小刚和小霞被变成玩偶。之后小智三度挑战时，鬼斯通出现并大闹一场，逗得娜姿乐不可支，无法继续指挥勇基拉战斗，同时也找回了人性。最后鬼斯通留在她身边，她的母亲也变了回来。,挑战,小智,50,娜姿,71
在浅红市中，小智来到浅红市误以为长得很像呆呆兽的园长和正辉一样，是和宝可梦合体了，以为才知道，原来园长原来就长得是这般模样。员工还告诉小智，园长的金假牙掉了，这之后小智在狩猎地带里找到了金假牙还给了园长。原来是阿桔偷走了园长的假牙，园长告诉小智阿桔是个比谁都爱自然的人，因为园长把原先的忍者村改建成狩猎地带，所有原本的宝可梦没有了去处。这之后，巴奥巴表示会听取阿桔的意见，把原先的宝可梦也放进去，这种友谊让小智联想到了小茂。,伙伴,小茂,209,小智,203
阿响的经历与《金／银》大致相同。额外的，在烧焦塔他还会遇见研究凤王卫队的专家水京，此后还会多次遇到他。水君也不再四处游走，而获得透明铃铛后出现在铃铛塔。,出没,水君,51,铃铛塔,72
在GOTCHA!中，作为冠军的青绿等待赤红前来挑战。,挑战,赤红,19,青绿,15
阿桔（日文︰キョウ，英文︰Koga）是石英联盟的现任四天王之一，精通毒属性宝可梦。他曾经是浅红道馆的道馆馆主，掌管粉红徽章，现在把馆主交给了女儿阿杏。,亲戚,阿桔,0,阿杏,72
在攻下狙射树枭吧！中，他使用好坏星与格拉吉欧的鬃岩狼人，展开对战，但不敌格拉吉欧的鬃岩狼人，止步八强。,拥有,格拉吉欧,18,鬃岩狼人,23
在帕希欧竞技场赤红跟青绿和叶子组成队伍，与来挑战的小结、小光、满充和莉莉艾组成的队伍进行对战，并让他们的宝可梦进行超级进化。,伙伴,小结,25,小光,28
由于赤红去白银山修炼，石英高原的冠军之位托付给了阿渡。主角第一次遇到阿渡是在愤怒之湖，他观看了主角与红色暴鲤龙的战斗，之后他会帮助主角调查火箭队基地。与主角合力摧毁了火箭队的阴谋之后，阿渡会送出秘传学习器０６（潮旋）。,位于,赤红,2,白银山,5
阿渡的祖父是有名的驯龙师一族的长老，小椿是他的表妹。阿渡培育龙属性宝可梦，尽管龙属性宝可梦既难收服又难培育，但他认为只要培育得当，它们的力量将是天下无双的。他是龙之长老唯一认可的训练家。由于阿渡形象酷炫，为人热情正派，他拥有大群的崇拜者。阿渡似乎对斗篷情有独钟，有人看到他经常去玉虹百货公司购买相同款式的斗篷。,亲戚,小椿,18,阿渡,0
在消失的宝可梦之谜，君莎告诉小智一行人金柑岛内的宝可梦行为变得异常，会攻击自己的主人。但自己的鬼斯没有任何变化，她怀疑是超能力属性宝可梦在作乱。在四人一起发现了在道路上的火箭队后，火箭队原不肯和君莎合作，但为了让自己的宝可梦恢复原状，他们告诉君莎这是亚马多和小三郎的阴谋。火箭队把君莎和小智等人混入装有精灵球的推车内进入电波发射塔来破坏他们的恶行，君莎派出了鬼斯抵挡对方的攻击，在催眠装置破坏之后，鬼斯又与催眠貘进行了战斗，但由于在对战中催眠貘和波克比一起使用了挥指引发了自爆，最终亚马多和小三郎被君莎抓捕归案。,敌对,君莎,249,小三郎,245
赤红没有在正式游戏中登场，但在一个宣传影片中，赤红与叶子进行双打对战，使用吼鲸王和代欧奇希斯（攻击形态），但不敌。,拥有,赤红,23,代欧奇希斯,41
娜姿和马志士、阿桔一同出现在苏芳岛，并与夏伯、小茂、小蓝、小黄和正辉合作打倒四天王。由于对方有四个人，而且他们都不确定对方会否中途离开，所以娜姿就用胡地的超能力“命运的汤匙”把8人分成4组，每组负责打倒一个四天王。娜姿和小蓝被选为同组，对上了科拿，左手被科拿的冰手铐冻伤。,挑战,娜姿,107,科拿,121
